video_id,frame_id,pelvis_x,pelvis_y
right_facing_24,73,471,504
right_facing_24,77,468,482
right_facing_24,81,453,480
right_facing_24,85,428,479
right_facing_24,90,406,504
right_facing_25,1,612,412
right_facing_25,6,612,424
right_facing_25,11,617,464
right_facing_25,16,629,522
right_facing_25,21,634,545
right_facing_25,26,640,563
right_facing_25,31,640,563
right_facing_25,36,652,561
right_facing_25,41,650,533
right_facing_25,46,655,523
right_facing_25,51,657,481
right_facing_25,56,659,440
right_facing_25,61,658,423
right_facing_25,66,664,425
right_facing_25,71,673,435
right_facing_25,76,675,445
right_facing_25,81,692,484
right_facing_25,86,707,521
right_facing_25,91,712,532
right_facing_25,96,710,543
right_facing_25,101,716,552
right_facing_25,106,719,563
